frameIndex,frameTime,pcm_fftMag_mfcc[1],pcm_fftMag_mfcc[2],pcm_fftMag_mfcc[3],pcm_fftMag_mfcc[4],pcm_fftMag_mfcc[5],pcm_fftMag_mfcc[6],pcm_fftMag_mfcc[7],pcm_fftMag_mfcc[8],pcm_fftMag_mfcc[9],pcm_fftMag_mfcc[10],pcm_fftMag_mfcc[11],pcm_fftMag_mfcc[12],pcm_LOGenergy
23,0.230000,-4.321082e+01,8.776972e+00,-1.263301e+01,3.997829e+00,1.139608e+01,1.969754e+00,-2.101903e+01,-2.303390e+01,-7.790907e+00,-4.544590e+00,4.308497e+00,1.884071e+00,1.852575e+01
24,0.240000,-5.073539e+01,2.452771e+00,-3.653497e+00,6.812969e+00,3.003697e+00,-5.866345e+00,-2.646355e+01,-2.165821e+01,-1.142138e+01,-4.060773e+00,-8.011163e-01,-6.513491e+00,1.902717e+01
25,0.250000,-5.273030e+01,-3.942186e+00,-3.799036e+00,5.486418e+00,-5.920298e-01,2.484785e+00,-1.005536e+01,-2.319644e+01,-1.894076e+00,2.976689e+00,4.819540e+00,5.818188e+00,1.937629e+01
26,0.260000,-5.165501e+01,-4.230466e+00,-4.260854e+00,1.038942e+01,1.005535e+01,3.681051e+00,-2.196440e+01,-2.181042e+01,-2.390986e+01,-1.941185e+01,1.653220e-01,2.529473e+00,1.964452e+01
27,0.270000,-5.253984e+01,-6.529767e+00,-4.001943e+00,1.662807e+01,5.161620e+00,7.285659e-02,-1.859308e+01,-1.515152e+01,-1.753987e+01,-2.203407e+01,8.560339e+00,1.293591e+01,1.967430e+01
28,0.280000,-4.905323e+01,-7.732485e+00,-8.922369e+00,1.813769e+01,2.086536e+01,2.239803e+00,-2.626254e+01,-1.255117e+01,-8.011208e+00,-1.510980e+01,-1.868939e+00,6.532568e+00,1.941209e+01
29,0.290000,-4.506739e+01,-6.980732e+00,-5.152083e+00,2.048997e+01,2.743203e+01,3.878293e+00,-1.828837e+01,-2.316834e+01,-1.252833e+01,-1.391041e+00,6.991852e+00,1.244112e+01,1.881457e+01
30,0.300000,-4.209636e+01,-4.037017e+00,1.436044e+00,1.280635e+01,1.197558e+01,4.817856e-02,-2.321596e+01,-2.702337e+01,-1.942241e+01,-1.064357e+01,6.454344e+00,7.477189e+00,1.802608e+01
31,0.310000,-4.072722e+01,-1.205025e+00,-6.418437e+00,1.205606e+01,1.593031e+01,7.675488e+00,-1.291358e+01,-2.132644e+01,-1.352475e-01,-1.206535e+01,-4.888702e+00,1.242118e+01,1.711633e+01
32,0.320000,-3.642955e+01,2.270693e+00,-2.201424e+00,1.275750e+01,9.559937e+00,3.063795e+00,-5.482567e+00,-7.643796e+00,-5.485560e+00,-1.433564e+01,5.533844e+00,1.839946e+00,1.603064e+01
33,0.330000,-3.145642e+01,8.360515e+00,-7.005609e-01,1.755572e+01,7.622786e+00,-8.027020e+00,-1.766706e+01,-9.707697e+00,1.325226e+00,5.425690e+00,1.453335e+01,4.638076e+00,1.505910e+01
34,0.340000,-2.820400e+01,7.179102e+00,1.038459e-01,1.391942e+01,2.488427e+00,-7.154411e+00,-5.431028e+00,2.763352e+00,1.272159e+01,2.871972e+01,2.663746e+00,5.072709e+00,1.440836e+01
35,0.350000,-2.536141e+01,1.888628e+00,-3.381755e-01,1.230517e+01,1.244113e+01,7.462470e+00,-2.457916e+00,-6.331248e-01,7.313614e+00,9.145129e+00,5.334750e+00,2.024837e+00,1.447043e+01
36,0.360000,-2.240938e+01,7.469831e+00,8.829710e+00,1.977099e+01,5.973599e+00,3.653700e+00,-2.285660e+00,-5.890433e+00,3.756954e+00,1.079282e+01,8.726705e+00,2.049712e-01,1.482409e+01
37,0.370000,-1.563414e+01,1.004189e+01,1.028741e+01,1.208442e+01,9.084484e+00,9.806523e-01,5.735155e-01,3.101938e+00,7.082351e+00,1.214067e+01,5.464530e+00,-3.539783e+00,1.519200e+01
38,0.380000,-1.754799e+01,1.020988e+01,3.524813e+00,2.587488e+00,6.307406e+00,1.793000e+00,2.973424e+00,5.590695e+00,1.031277e+01,6.219112e+00,-1.016416e-01,-9.461267e+00,1.496152e+01
39,0.390000,-2.127440e+01,5.464525e+00,-1.386654e+00,-4.075138e+00,2.469572e-01,-1.028267e+01,-1.311094e+01,2.105305e+00,2.632139e+00,-7.050854e+00,-4.284686e+00,-1.074218e+01,1.398716e+01
40,0.400000,-2.058119e+01,3.722223e+00,-2.688355e+00,-2.794580e+00,-6.108179e+00,-1.744737e+01,-2.020482e+01,6.331135e+00,5.141305e+00,-3.735711e+00,-5.295532e+00,-1.218881e+01,1.392149e+01
41,0.410000,-1.747140e+01,1.183035e+01,3.668021e+00,-1.062135e+00,-4.547228e+00,-1.578349e+01,-1.879869e+01,-4.686280e+00,-1.126722e+00,-3.097007e+00,-4.938607e+00,-6.919358e-01,1.390751e+01
42,0.420000,-1.908391e+01,7.590068e+00,4.581723e+00,7.380543e+00,-1.323055e+00,-1.176248e+01,-1.380328e+01,-1.665570e+00,4.597760e+00,-1.117750e+01,1.785545e-01,6.925920e+00,1.394214e+01
43,0.430000,-1.695689e+01,1.188344e+01,2.501966e+00,1.839151e+00,1.362239e+00,-1.013881e+01,-1.525203e+01,-3.569096e+00,-2.082467e+00,-7.028375e-01,7.026852e+00,-3.229527e+00,1.397046e+01
44,0.440000,-1.927927e+01,3.473274e+00,8.808255e+00,6.214093e+00,-8.367129e+00,-2.187080e+00,-1.745878e+01,-1.735680e+01,-4.896002e+00,-5.715658e+00,-2.261975e+00,5.724453e+00,1.423461e+01
45,0.450000,-2.552209e+01,1.131344e+00,1.032720e+00,-5.114308e+00,-1.409824e+01,-5.381736e+00,-1.971130e+01,-1.355903e+01,-1.740225e+01,-5.714762e+00,-3.117300e+00,-4.534506e+00,1.409262e+01
46,0.460000,-2.579896e+01,2.130035e-02,4.491412e+00,2.823218e+00,1.359529e-01,9.424701e-01,-2.471087e+01,-1.845844e+01,-3.832598e+00,-3.019289e-01,-9.830448e-01,-4.550634e+00,1.398659e+01
47,0.470000,-2.834642e+01,1.291277e+00,1.880134e-01,-2.738340e+00,-2.920117e+00,-6.491304e+00,-2.098875e+01,-1.317292e+01,1.382547e+00,4.147128e+00,2.819492e+00,2.778026e+00,1.370161e+01
48,0.480000,-2.748120e+01,2.138076e+00,8.510467e+00,1.240317e+00,-5.041342e-01,2.364221e+00,-7.989172e+00,-5.523388e+00,-5.620689e+00,2.889583e-01,2.481449e-02,-3.195184e+00,1.332441e+01
49,0.490000,-2.497696e+01,-1.345527e+00,9.658279e+00,6.062665e+00,8.510681e+00,9.991485e+00,-5.124602e+00,-3.612480e+00,-5.616753e+00,-1.068155e+01,-7.522110e-02,7.266029e-01,1.352266e+01
50,0.500000,-2.324127e+01,-1.805338e+00,1.216358e+01,-1.678194e+00,-6.017258e+00,1.206811e+01,-1.259673e+01,-3.669878e+00,-5.683960e+00,-4.751341e+00,5.845770e+00,-1.072572e+01,1.374049e+01
51,0.510000,-2.281600e+01,-3.882162e+00,1.010348e+01,-7.970054e-01,-7.547859e+00,6.778947e+00,-1.683761e+01,-2.206482e+01,-8.865168e+00,-2.545789e+00,6.626951e+00,-5.960491e+00,1.351271e+01
52,0.520000,-2.374667e+01,-6.447749e+00,9.702796e+00,-4.002202e+00,-4.693373e+00,1.029090e+01,-7.899714e+00,-9.147943e+00,-8.721897e+00,-8.314713e+00,3.011320e-01,1.208763e+00,1.334234e+01
53,0.530000,-2.433233e+01,-3.697061e+00,1.378932e+01,2.208609e+00,3.612213e+00,1.022434e+01,-1.809237e+01,-1.843421e+01,-5.848654e+00,-3.767365e+00,8.440164e+00,1.153950e+00,1.333268e+01
54,0.540000,-2.247350e+01,-6.806580e-01,1.100254e+01,4.523060e+00,1.218670e+01,1.106621e+01,-1.242471e+01,-1.671378e+01,-1.016384e+01,1.634868e+00,2.252942e+00,-5.221933e+00,1.340751e+01
55,0.550000,-1.836885e+01,3.075254e+00,9.157806e+00,-3.584791e-01,-1.387390e-01,1.100825e+01,-2.610843e+00,-3.895450e+00,-2.764713e+00,-2.411256e+00,-1.282445e+01,-1.136888e+00,1.337098e+01
56,0.560000,-1.894026e+01,2.202360e+00,7.694181e+00,-6.750906e-01,1.405228e+00,8.152430e+00,5.051993e-01,-1.824530e+00,3.849819e+00,7.479390e+00,-4.946393e+00,4.201623e+00,1.335134e+01
57,0.570000,-1.646722e+01,2.016546e+00,8.573075e+00,-4.035319e+00,-1.304199e+00,7.040030e+00,7.374809e-01,-1.364610e+01,-2.421619e+00,9.274989e-01,-1.189203e+01,-1.073094e+01,1.340642e+01
58,0.580000,-1.229618e+01,4.130097e+00,9.633073e+00,-6.993500e+00,-3.779201e+00,3.570670e+00,-8.156672e+00,-1.210374e+01,-6.005980e+00,-9.372844e-02,7.816596e+00,-2.603769e+00,1.348978e+01
59,0.590000,-1.337868e+01,5.110362e+00,4.633683e+00,-6.475724e+00,-7.660185e+00,-1.854865e+00,-7.252337e+00,-2.821865e+00,-1.417406e+00,-4.033561e+00,-1.231161e+00,-5.278809e+00,1.358197e+01
60,0.600000,-1.584084e+01,-3.496423e+00,-1.258549e-01,-2.039406e+00,-2.034100e+00,-2.095366e+00,-8.711736e+00,-3.134126e+00,8.563484e+00,9.888407e+00,1.486060e+00,-4.912913e+00,1.315907e+01
61,0.610000,-1.562846e+01,-7.180398e+00,-9.226058e-01,-5.670942e+00,-5.367791e+00,-3.216280e+00,-3.781255e+00,3.239452e+00,1.215970e+01,1.231578e+01,-6.446483e+00,-5.379442e+00,1.303976e+01
62,0.620000,-1.391965e+01,-5.008765e+00,-3.887194e+00,-4.373568e+00,-9.463076e+00,-6.194961e+00,-8.081176e+00,-5.110409e+00,1.155182e+01,9.088954e+00,-8.092688e+00,-6.940806e+00,1.349811e+01
63,0.630000,-7.561073e+00,1.002683e+01,8.277950e+00,-1.618465e+01,-4.434696e+01,1.756549e+00,-1.908251e+01,1.059122e+01,-2.310704e-01,2.792785e+00,-2.205260e+01,3.334422e+00,1.904618e+01
64,0.640000,-4.021597e+00,1.532805e+01,6.720603e+00,-4.912172e+00,-5.432114e+01,7.070277e+00,-2.230017e+01,-2.194814e+01,-2.584477e+01,-1.416650e+01,-1.486508e+00,1.376367e+01,2.273296e+01
65,0.650000,-1.113111e+01,9.208618e+00,1.439968e+01,-1.409391e+01,-4.544069e+01,-2.952574e+00,-3.060552e+01,-2.451690e+01,-3.478933e+01,-2.134310e+01,6.176770e-01,7.047590e+00,2.391195e+01
66,0.660000,-1.623856e+01,3.181879e+00,1.137079e+01,-2.172832e+01,-4.653835e+01,4.856630e+00,-3.619500e+01,-2.838678e+01,-3.611875e+01,-2.015583e+01,-8.506590e+00,-6.347712e+00,2.420085e+01
67,0.670000,-2.901483e+01,-1.008380e+00,2.350583e+01,-2.556430e+00,-4.438482e+01,1.151020e+01,-3.175457e+01,-3.036837e+01,-3.063117e+01,-2.293368e+01,-1.240332e+01,-7.111953e+00,2.418506e+01
68,0.680000,-3.548812e+01,-7.390606e+00,2.928692e+01,-5.700727e+00,-3.591347e+01,2.100518e+01,-1.876248e+01,-2.311886e+01,-2.940347e+01,-2.002696e+01,-7.238556e+00,-7.777963e+00,2.384453e+01
69,0.690000,-3.938607e+01,-1.214507e+01,1.280063e+01,-1.632228e+01,-3.493671e+01,2.718200e+01,-2.226526e+01,-2.008727e+01,-1.916155e+01,-4.206296e+00,1.047216e+01,-5.901628e+00,2.374298e+01
70,0.700000,-4.190207e+01,-1.489929e+01,1.407475e+01,-1.206188e+01,-3.054370e+01,2.661536e+01,-2.076705e+01,-1.850275e+01,-1.325008e+01,2.279486e+00,-6.999228e+00,-2.077197e+01,2.352893e+01
71,0.710000,-3.746983e+01,-1.613865e+01,1.371319e+01,-1.158912e+01,-3.299676e+01,2.926926e+01,-1.804776e+01,-1.342614e+01,-1.660886e+01,-5.282456e+00,-2.707103e+00,-1.260519e+01,2.329327e+01
72,0.720000,-3.980505e+01,-1.644515e+01,1.038064e+01,-3.788533e+00,-2.167166e+01,3.211686e+01,-2.095731e+01,-1.633698e+01,-2.431373e+01,-2.388861e+00,-2.523860e+00,-9.970532e+00,2.303110e+01
73,0.730000,-3.359719e+01,-2.367305e+00,2.811504e+01,1.101186e+01,-2.459816e+01,1.609952e+01,-1.952257e+01,-1.201632e+01,-1.459567e+01,-4.829813e+00,-9.759242e+00,-2.492320e+01,2.338666e+01
74,0.740000,-2.169704e+01,6.217860e+00,2.329109e+01,-3.938918e+00,-3.902103e+01,5.100405e+00,-2.785721e+01,-2.402128e+01,-2.820217e+01,-8.241738e+00,-1.243871e+01,-2.677542e+01,2.421551e+01
75,0.750000,-1.500648e+01,8.362258e+00,1.182239e+01,-1.870893e+01,-4.019358e+01,6.389446e+00,-3.039078e+01,-4.353752e+01,-3.219085e+01,-1.431540e+01,-7.363232e+00,-2.466232e+01,2.481707e+01
76,0.760000,-1.212519e+01,7.136030e+00,9.890906e+00,-1.873285e+01,-5.130796e+01,7.417361e+00,-4.017281e+01,-3.940911e+01,-3.740894e+01,-1.503860e+01,-1.022278e+01,-1.517865e+01,2.516535e+01
77,0.770000,-8.014510e+00,6.222574e+00,7.824806e+00,-1.649064e+01,-5.241029e+01,-4.009650e+00,-4.187376e+01,-2.507269e+01,-4.034428e+01,-1.187183e+01,-6.217347e+00,-8.455979e+00,2.519538e+01
78,0.780000,-5.297287e+00,3.551661e+00,1.715199e-01,-1.826827e+01,-5.801656e+01,1.511528e+01,-3.890333e+01,-2.220315e+01,-1.830800e+01,-9.334840e+00,-7.891147e+00,-1.650780e+01,2.493819e+01
79,0.790000,-1.405328e+01,3.333958e+00,6.217596e+00,-3.124246e+01,-5.782746e+01,1.816291e+01,-3.484576e+01,-1.660295e+01,-2.959622e+01,-1.022231e+01,-1.113667e+01,-2.938718e+01,2.472070e+01
80,0.800000,-1.478053e+01,1.850981e+00,9.043442e+00,-3.014250e+01,-6.198135e+01,1.239338e+01,-2.967125e+01,-1.226160e+01,-3.638793e+01,-9.653708e+00,-1.227866e+01,-2.830666e+01,2.452867e+01
81,0.810000,-1.225807e+01,1.553164e+00,1.120184e+01,-2.251486e+01,-6.015089e+01,4.316586e+00,-2.923930e+01,-8.259177e+00,-2.264327e+01,-9.814016e+00,-1.671305e+01,-2.801884e+01,2.431501e+01
82,0.820000,-1.201897e+01,4.718884e-01,1.175524e+01,-2.629474e+01,-5.486827e+01,1.279351e+01,-3.781386e+01,-4.743992e+00,-2.056495e+01,-1.590138e+00,-1.275935e+01,-3.122046e+01,2.405271e+01
83,0.830000,-9.856321e+00,2.015585e+00,1.261872e+01,-2.507583e+01,-4.858187e+01,1.819163e+01,-4.159966e+01,-8.410501e+00,-2.304669e+01,-2.725533e+00,-1.794216e+00,-3.448555e+01,2.384955e+01
84,0.840000,-4.328047e+00,-4.650882e-01,1.319653e+01,-2.185058e+01,-4.018447e+01,1.526414e+01,-3.829867e+01,-9.034780e+00,-2.377436e+01,-7.254640e+00,1.809547e+00,-2.940367e+01,2.356893e+01
85,0.850000,-2.600175e+00,4.141864e+00,1.708067e+01,-1.963524e+01,-4.766416e+01,1.544176e+01,-3.445344e+01,-8.088902e+00,-2.820144e+01,-5.900420e+00,4.007181e+00,-2.245647e+01,2.311143e+01
86,0.860000,6.797297e-01,6.416847e+00,1.547322e+01,-1.237025e+01,-5.213589e+01,1.517828e+01,-2.811715e+01,-6.129620e+00,-3.156290e+01,-5.431306e+00,2.447582e+00,-1.827850e+01,2.265423e+01
87,0.870000,2.831018e+00,7.042309e+00,1.349756e+01,-6.315732e+00,-5.156546e+01,1.596809e+01,-3.034233e+01,-2.511307e+00,-3.295372e+01,-4.410915e+00,4.924041e+00,-1.498124e+01,2.222130e+01
88,0.880000,5.084132e+00,7.060101e+00,1.873294e+01,3.539386e+00,-4.543201e+01,1.543500e+01,-3.599132e+01,-3.138507e+00,-4.717740e+01,-1.001624e+01,8.012684e+00,-1.982808e+01,2.196103e+01
89,0.890000,4.111291e+00,3.372942e+00,2.516467e+01,8.812054e-01,-3.547451e+01,1.680746e+01,-3.382755e+01,-2.484332e+00,-5.064375e+01,-6.404613e+00,4.387483e+00,-2.006355e+01,2.170260e+01
90,0.900000,5.005928e+00,5.476884e+00,3.048291e+01,4.976860e+00,-3.095163e+01,1.344814e+01,-3.748085e+01,-8.167944e-02,-3.254324e+01,1.122116e+00,-6.736823e+00,-2.641682e+01,2.132589e+01
91,0.910000,5.297279e+00,8.459230e+00,3.663740e+01,1.082714e+00,-2.700429e+01,9.315899e+00,-2.545932e+01,-5.584786e-01,-3.178604e+01,-4.048614e+00,-2.297959e-01,-2.243748e+01,2.103317e+01
92,0.920000,8.444313e+00,9.907652e+00,3.419788e+01,-4.033454e+00,-2.506738e+01,5.250986e+00,-1.494168e+01,1.360389e+00,-1.752983e+01,-2.498652e+00,-4.857149e+00,-2.214864e+01,2.063643e+01
93,0.930000,1.025651e+01,9.178335e+00,2.765794e+01,1.154474e+00,-2.767949e+01,4.833809e+00,-5.563517e+00,-1.365735e+01,-1.656558e+01,-1.054297e+01,-4.501284e+00,-1.998187e+01,2.031813e+01
94,0.940000,6.424496e+00,9.864406e+00,2.686505e+01,5.284996e+00,-1.684001e+01,2.178187e+00,-2.680694e+00,-9.661469e+00,-1.158243e+01,-1.066743e+01,-8.405529e+00,-1.797870e+01,1.973033e+01
95,0.950000,1.964734e+00,1.364150e+01,1.958105e+01,9.832513e-01,-1.022668e+01,-1.114854e+01,-1.739733e+01,-1.446716e+01,-9.301416e+00,-7.734696e+00,-8.880213e+00,-3.373876e+01,1.864313e+01
96,0.960000,-2.079525e+00,1.186023e+01,1.982259e+01,-9.223913e-02,-5.176093e+00,-6.526944e+00,-1.524578e+01,-9.890117e-01,6.499978e+00,-4.301984e+00,-1.482437e+01,-2.392892e+01,1.749503e+01
97,0.970000,-1.683074e+00,1.260980e+01,2.530352e+01,2.111800e+00,-1.906038e+01,-4.574062e+00,-2.681421e+00,-8.654475e+00,4.951554e+00,-8.213328e+00,-1.805636e+01,-1.661645e+01,1.678725e+01
98,0.980000,-4.785985e+00,5.323968e+00,2.196509e+01,7.146599e+00,-1.045989e+01,-2.245129e+00,-1.689549e+01,-1.534036e+01,-1.875207e+01,-1.798245e+00,-8.651522e+00,-1.546728e+01,1.646404e+01
99,0.990000,-5.729725e+00,6.861565e+00,1.466746e+01,8.139461e+00,1.442361e+00,-1.294279e+00,-1.050145e+01,-6.782916e+00,-6.145845e+00,-5.355020e+00,-1.246552e+01,-1.001991e+01,1.532971e+01
100,1.000000,-5.219131e+00,1.074475e+00,1.537136e+01,1.612301e-01,-7.209991e+00,-2.623273e+00,-3.622503e+00,-3.014792e+00,1.436382e+00,-2.820340e+00,-1.225904e+01,-1.714075e+01,1.477807e+01
101,1.010000,-1.152988e+01,-1.980776e+00,1.182718e+01,-1.722147e-01,-1.350018e+01,5.151335e+00,7.326695e-01,5.126562e+00,1.127234e+01,1.474665e+01,-9.650862e-01,-9.170979e+00,1.398679e+01
102,1.020000,-7.716803e+00,5.959673e-02,9.523851e+00,-2.884976e+00,-9.601296e+00,-6.682304e+00,-1.083877e+01,-3.679115e+00,-3.156498e+00,1.603788e+01,3.481234e+00,-8.756056e+00,1.346839e+01
103,1.030000,-1.202223e+01,-2.123664e+00,1.123832e+01,-5.042925e+00,-1.605381e+01,-9.631131e+00,-1.974751e+01,-5.929424e+00,-8.812403e+00,1.089713e+00,-7.392590e+00,-2.106537e+01,1.339294e+01
104,1.040000,-1.454340e+01,-1.062803e+01,1.535246e+01,-1.212879e+01,-2.555003e+01,8.339597e+00,-1.924078e+01,-8.439656e+00,-1.974368e+01,-7.096750e+00,-3.857323e-01,-1.139791e+01,1.452380e+01
105,1.050000,-2.401169e+01,-2.252765e+01,2.367281e+01,-1.483527e+01,-3.684347e+01,4.046386e+01,-5.229993e+00,-2.917678e+01,-3.158239e+01,1.222127e+01,7.927743e+00,-2.166525e+01,1.705137e+01
106,1.060000,-2.914845e+01,-1.958013e+01,2.332060e+01,-4.475463e+00,-4.377247e+01,5.283744e+01,-1.129304e+01,-1.833982e+01,-4.214048e+01,1.079611e+01,1.857037e+01,-9.060185e+00,1.838656e+01
107,1.070000,-3.565580e+01,-2.649924e+01,9.099873e+00,-1.682268e+01,-5.304560e+01,4.804478e+01,7.898405e+00,-1.418203e+01,-4.113754e+01,-4.459176e+00,5.132048e+00,-1.654146e+01,1.934174e+01
108,1.080000,-3.870347e+01,-2.502361e+01,6.663429e+00,-9.575211e+00,-4.209572e+01,4.468624e+01,-5.490389e+00,-1.239955e+01,-4.533065e+01,-8.656391e+00,1.506005e+01,-7.373970e+00,1.967695e+01
109,1.090000,-4.012616e+01,-2.397747e+01,-1.037066e+00,-1.180850e+01,-2.882652e+01,3.164831e+01,9.074548e+00,-1.014952e+01,-2.963291e+01,2.636791e+00,-2.097177e+00,-9.711874e-01,1.994834e+01
110,1.100000,-4.016272e+01,-2.618983e+01,-1.350407e+00,-7.042848e+00,-2.507216e+01,2.322809e+01,-6.117410e+00,-1.500257e+01,-2.318287e+01,2.091068e+01,2.349556e+00,-1.476598e+01,2.057626e+01
111,1.110000,-4.000001e+01,-2.448089e+01,3.364071e+00,-8.337327e+00,-2.376417e+01,3.278455e+01,-1.920110e+01,-3.226509e+01,-2.994490e+01,1.303386e+01,-6.755467e+00,-1.180627e+01,2.076494e+01
112,1.120000,-1.687224e+01,8.383645e+00,1.150216e+01,-4.585180e+00,-3.488576e+01,9.215698e+00,-2.268522e+01,-2.664076e+01,-3.103401e+01,-4.471093e+00,-1.497400e+01,-1.985633e+01,2.339012e+01
113,1.130000,-8.704219e+00,7.143257e+00,2.931328e+00,-8.358936e+00,-4.516618e+01,5.539643e+00,-4.007877e+01,-2.678918e+01,-4.218260e+01,-1.016457e+01,-6.513000e+00,-2.433456e+01,2.425993e+01
